tm_id,player_name,player_position,player_details,player_age,player_nationality,team_left,league_left,country_previous,team_joined,league_joined,country_current,transf_date,market_value
636090,Sofiane Djeffal,Central Midfield,https://www.transfermarkt.com/sofiane-djeffal/profil/spieler/636090,24,France,Austin FC,MLS,United States,Orange County SC,USLC,United States,"Feb 6, 2024",€750k
336834,Mamadou Mbodj,Centre-Back,https://www.transfermarkt.com/mamadou-mbodj/profil/spieler/336834,30,Senegal,Ordabasy Shymkent,Premier Liga,Kazakhstan,Hapoel Hadera,Ligat ha'Al,Israel,"Feb 6, 2024",€600k
626771,Luka Stankovski,Attacking Midfield,https://www.transfermarkt.com/luka-stankovski/profil/spieler/626771,21,North Macedonia,Gaziantep FK,Süper Lig,Turkey,Tuzlaspor,1.Lig,Turkey,"Feb 6, 2024",€650k
395242,Alexis Flips,Left Winger,https://www.transfermarkt.com/alexis-flips/profil/spieler/395242,24,France,RSC Anderlecht,Jupiler Pro League,Belgium,MKE Ankaragücü,Süper Lig,Turkey,"Feb 6, 2024",€3.50m
523228,Kgaogelo Sekgota,Left Winger,https://www.transfermarkt.com/kgaogelo-sekgota/profil/spieler/523228,26,South Africa,Stellenbosch FC,DStv Premiership,South Africa,Without ClubWithout Club,No league,No country,"Feb 6, 2024",€700k
139607,Guilherme,Attacking Midfield,https://www.transfermarkt.com/guilherme/profil/spieler/139607,32,Brazil,Goiás EC,Série B,Brazil,Changchun Yatai,Super League,China,"Feb 6, 2024",€1.20m
439108,Lucas Di Yorio,Centre-Forward,https://www.transfermarkt.com/lucas-di-yorio/profil/spieler/439108,27,Argentina,CF Pachuca,Liga MX Apertura,Mexico,Club Athletico Paranaense,Série A,Brazil,"Feb 6, 2024",€1.80m
226085,Robert Muric,Right Winger,https://www.transfermarkt.com/robert-muric/profil/spieler/226085,27,Croatia,Konyaspor,Süper Lig,Turkey,Without ClubWithout Club,No league,No country,"Feb 6, 2024",€2.50m
153238,Jonathan Viera,Attacking Midfield,https://www.transfermarkt.com/jonathan-viera/profil/spieler/153238,34,Spain,Without ClubWithout Club,No league,No country,UD Almería,LaLiga,Spain,"Feb 6, 2024",€1.50m
275956,Nader Ghandri,Centre-Back,https://www.transfermarkt.com/nader-ghandri/profil/spieler/275956,28,Tunisia,Ajman Club,UAE Pro League,United Arab Emirates,Akhmat Grozny,Premier Liga,Russia,"Feb 6, 2024",€600k
704979,Peter Kovacik,Right-Back,https://www.transfermarkt.com/peter-kovacik/profil/spieler/704979,22,Slovakia,Como 1907,Serie B,Italy,FK Zeleziarne Podbrezova,Nike Liga,Slovakia,"Feb 6, 2024",€600k
