tm_id,player_name,player_position,player_details,player_age,player_nationality,team_left,league_left,country_previous,team_joined,league_joined,country_current,transf_date,market_value
311182,Kevin Ramírez,Left Winger,https://www.transfermarkt.com/kevin-ramirez/profil/spieler/311182,29,Uruguay,Defensor Sporting Club,Primera División Apertura,Uruguay,CA Rentistas,Liga de Ascenso,Uruguay,"Feb 22, 2024",€1.00m
594505,Raimonds Krollis,Centre-Forward,https://www.transfermarkt.com/raimonds-krollis/profil/spieler/594505,22,Latvia,Spezia Calcio,Serie B,Italy,MFK Vyskov,FNL,Czech Republic,"Feb 22, 2024",€1.50m
130768,Jonathan Bond,Goalkeeper,https://www.transfermarkt.com/jonathan-bond/profil/spieler/130768,30,England,Los Angeles Galaxy,MLS,United States,Without ClubWithout Club,No league,No country,"Feb 22, 2024",€800k
197231,Fabricio Formiliano,Centre-Back,https://www.transfermarkt.com/fabricio-formiliano/profil/spieler/197231,31,Uruguay,CA San Lorenzo de Almagro,Copa de la Liga,Argentina,Montevideo Wanderers,Primera División Apertura,Uruguay,"Feb 22, 2024",€1.20m
638733,Aboubacar Keita,Centre-Back,https://www.transfermarkt.com/aboubacar-keita/profil/spieler/638733,23,United States,Colorado Rapids,MLS,United States,Bohemian Football Club,Premier Division,Ireland,"Feb 22, 2024",€600k
432967,Marcinho,Right-Back,https://www.transfermarkt.com/marcinho/profil/spieler/432967,27,Brazil,Pafos FC,Protathlima Cyta,Cyprus,Rodina Moscow,1.Division,Russia,"Feb 22, 2024",€500k
359233,Joaquín Torres,Right Winger,https://www.transfermarkt.com/joaquin-torres/profil/spieler/359233,27,Argentina,Philadelphia Union,MLS,United States,CD Universidad Católica,Primera División,Chile,"Feb 22, 2024",€1.50m
246836,Momcilo Raspopovic,Right-Back,https://www.transfermarkt.com/momcilo-raspopovic/profil/spieler/246836,29,Montenegro,HNK Gorica,SuperSport HNL,Croatia,MFK Karvina,Fortuna Liga,Czech Republic,"Feb 22, 2024",€500k
661140,Franco Orozco,Left Winger,https://www.transfermarkt.com/franco-orozco/profil/spieler/661140,22,Argentina,Club Atlético Lanús,Copa de la Liga,Argentina,Krylya Sovetov Samara,Premier Liga,Russia,"Feb 22, 2024",€2.00m
696362,Uros Lazic,Right-Back,https://www.transfermarkt.com/uros-lazic/profil/spieler/696362,20,Serbia,Red Star Belgrade,Super liga Srbije,Serbia,SK Dynamo Ceske Budejovice,Fortuna Liga,Czech Republic,"Feb 22, 2024",€500k
381724,Victor Sá,Left Winger,https://www.transfermarkt.com/victor-sa/profil/spieler/381724,29,Brazil,Botafogo de Futebol e Regatas,Série A,Brazil,FK Krasnodar,Premier Liga,Russia,"Feb 22, 2024",€1.80m
574670,Luka Bijelovic,Right Winger,https://www.transfermarkt.com/luka-bijelovic/profil/spieler/574670,22,Serbia,FK Spartak Subotica,Super liga Srbije,Serbia,Rubin Kazan,Premier Liga,Russia,"Feb 22, 2024",€1.50m
793774,Marcelo Alves,Centre-Back,https://www.transfermarkt.com/marcelo-alves/profil/spieler/793774,26,Brazil,Madureira EC,Carioca - Taça Guanabara,Brazil,FC Sochi,Premier Liga,Russia,"Feb 22, 2024",€500k
231378,Timo Letschert,Centre-Back,https://www.transfermarkt.com/timo-letschert/profil/spieler/231378,30,Netherlands,Gwangju FC,K League 1,"Korea, South",Chengdu Rongcheng,Super League,China,"Feb 22, 2024",€750k
381834,Konstantin Kuchaev,Attacking Midfield,https://www.transfermarkt.com/konstantin-kuchaev/profil/spieler/381834,25,Russia,CSKA Moscow,Premier Liga,Russia,FC Pari Nizhniy Novgorod,Premier Liga,Russia,"Feb 22, 2024",€2.50m
55356,Aleksey Ionov,Right Winger,https://www.transfermarkt.com/aleksey-ionov/profil/spieler/55356,35,Russia,FK Rostov,Premier Liga,Russia,Ural Yekaterinburg,Premier Liga,Russia,"Feb 22, 2024",€800k
