tm_id,player_name,player_position,player_details,player_age,player_nationality,team_left,league_left,country_previous,team_joined,league_joined,country_current,transf_date,market_value
421313,Mohammed Jumaa,Left Winger,https://www.transfermarkt.com/mohammed-jumaa/profil/spieler/421313,27,United Arab Emirates,Shabab Al-Ahli Club,UAE Pro League,United Arab Emirates,Al-Bataeh CSC,UAE Pro League,United Arab Emirates,"Feb 20, 2024",€600k
20463,Corentin Jean,Centre-Forward,https://www.transfermarkt.com/corentin-jean/profil/spieler/20463,28,France,Inter Miami CF,MLS,United States,Without ClubWithout Club,No league,No country,"Feb 20, 2024",€1.00m
585347,Philippe Costa,Centre-Forward,https://www.transfermarkt.com/philippe-costa/profil/spieler/585347,23,Brazil,Goiás EC,Série B,Brazil,Joinville Esporte Clube (SC),Campeonato Catarinense,Brazil,"Feb 20, 2024",€600k
579291,Zeidane Inoussa,Left Winger,https://www.transfermarkt.com/zeidane-inoussa/profil/spieler/579291,21,Sweden,IF Brommapojkarna,Allsvenskan,Sweden,BK Häcken,Allsvenskan,Sweden,"Feb 20, 2024",€700k
249271,Saeid Ezatolahi,Defensive Midfield,https://www.transfermarkt.com/saeid-ezatolahi/profil/spieler/249271,27,Iran,Vejle Boldklub,Superliga,Denmark,Shabab Al-Ahli Club,UAE Pro League,United Arab Emirates,"Feb 20, 2024",€500k
401704,Yerko Leiva,Central Midfield,https://www.transfermarkt.com/yerko-leiva/profil/spieler/401704,25,Chile,CDP Curicó Unido,Primera B,Chile,CD O'Higgins,Primera División,Chile,"Feb 20, 2024",€500k
604859,Abdussalam Magashy,Attacking Midfield,https://www.transfermarkt.com/abdussalam-magashy/profil/spieler/604859,25,Nigeria,AIK,Allsvenskan,Sweden,Kalmar FF,Allsvenskan,Sweden,"Feb 20, 2024",€500k
630945,Fernando Ovelar,Right Winger,https://www.transfermarkt.com/fernando-ovelar/profil/spieler/630945,20,Paraguay,CF Pachuca,Liga MX Apertura,Mexico,Unión Española,Primera División,Chile,"Feb 20, 2024",€800k
354476,Diogo Tomas,Centre-Back,https://www.transfermarkt.com/diogo-tomas/profil/spieler/354476,26,Finland,Odds BK,Eliteserien,Norway,HJK Helsinki,Veikkausliiga,Finland,"Feb 20, 2024",€650k
174627,Pedro Eugénio,Right Winger,https://www.transfermarkt.com/pedro-eugenio/profil/spieler/174627,33,Portugal,Without ClubWithout Club,No league,No country,FK Atyrau,Premier Liga,Kazakhstan,"Feb 20, 2024",€500k
362572,Dmitriy Rybchinskiy,Right Midfield,https://www.transfermarkt.com/dmitriy-rybchinskiy/profil/spieler/362572,25,Russia,Lokomotiv Moscow,Premier Liga,Russia,Baltika Kaliningrad,Premier Liga,Russia,"Feb 20, 2024",€1.20m
323903,Libor Holik,Right-Back,https://www.transfermarkt.com/libor-holik/profil/spieler/323903,25,Czech Republic,FC Viktoria Plzen,Fortuna Liga,Czech Republic,FC Zlin,Fortuna Liga,Czech Republic,"Feb 20, 2024",€700k
524356,Amine Talal,Central Midfield,https://www.transfermarkt.com/amine-talal/profil/spieler/524356,27,Morocco,FC Sheriff Tiraspol,Super Liga,Moldova,Akhmat Grozny,Premier Liga,Russia,"Feb 20, 2024",€1.00m
570582,Darlan,Defensive Midfield,https://www.transfermarkt.com/darlan/profil/spieler/570582,25,Brazil,Levski Sofia,efbet Liga,Bulgaria,Wuhan Three Towns,Super League,China,"Feb 20, 2024",€1.50m
503241,Reece Hannam,Left-Back,https://www.transfermarkt.com/reece-hannam/profil/spieler/503241,23,England,Without ClubWithout Club,No league,No country,AFC Croydon Athletic,No league,England,"Feb 20, 2024",€750k
