tm_id,player_name,player_position,player_details,player_age,player_nationality,team_left,league_left,country_previous,team_joined,league_joined,country_current,transf_date,market_value
199132,Nono,Central Midfield,https://www.transfermarkt.com/nono/profil/spieler/199132,30,Spain,FC Nassaji Mazandaran,Persian Gulf Pro League,Iran,Without ClubWithout Club,No league,No country,"Feb 27, 2024",€650k
251773,Jesús Trindade,Defensive Midfield,https://www.transfermarkt.com/jesus-trindade/profil/spieler/251773,30,Uruguay,CF Pachuca,Liga MX Apertura,Mexico,Barcelona SC Guayaquil,Serie A Primera Etapa,Ecuador,"Feb 27, 2024",€1.00m
205569,Mickaël Malsa,Defensive Midfield,https://www.transfermarkt.com/mickael-malsa/profil/spieler/205569,28,Martinique,Real Valladolid CF,LaLiga2,Spain,Without ClubWithout Club,No league,No country,"Feb 27, 2024",€1.00m
369653,Daleho Irandust,Attacking Midfield,https://www.transfermarkt.com/daleho-irandust/profil/spieler/369653,25,Sweden,FC Groningen,Keuken Kampioen Divisie,Netherlands,IF Brommapojkarna,Allsvenskan,Sweden,"Feb 27, 2024",€500k
367232,Eric Kitolano,Attacking Midfield,https://www.transfermarkt.com/eric-kitolano/profil/spieler/367232,26,Norway,Molde FK,Eliteserien,Norway,Lillestrøm SK,Eliteserien,Norway,"Feb 27, 2024",€900k
187210,Léo Cittadini,Central Midfield,https://www.transfermarkt.com/leo-cittadini/profil/spieler/187210,30,Brazil,Esporte Clube Bahia,Série A,Brazil,Shanghai Port,Super League,China,"Feb 27, 2024",€1.50m
395164,José Angulo,Centre-Forward,https://www.transfermarkt.com/jose-angulo/profil/spieler/395164,29,Ecuador,LDU Quito,Serie A Segunda Etapa,Ecuador,Delfín SC,Serie A Primera Etapa,Ecuador,"Feb 27, 2024",€500k
