tm_id,player_name,player_position,player_details,player_age,player_nationality,team_left,league_left,country_previous,team_joined,league_joined,country_current,transf_date,market_value
331017,Alex Gersbach,Left-Back,https://www.transfermarkt.com/alex-gersbach/profil/spieler/331017,26,Australia,Colorado Rapids,MLS,United States,MLS Pool,No league,United States,"Feb 23, 2024",€500k
1083638,Felipe Motta,Centre-Back,https://www.transfermarkt.com/felipe-motta/profil/spieler/1083638,20,Brazil,RB Bragantino U20,No league,Brazil,Emirates Club,UAE Pro League,United Arab Emirates,"Feb 23, 2024",€1.00m
527347,Tim Prica,Centre-Forward,https://www.transfermarkt.com/tim-prica/profil/spieler/527347,21,Sweden,Aalborg BK,1.Division,Denmark,IFK Norrköping,Allsvenskan,Sweden,"Feb 23, 2024",€550k
619657,Tobias Gulliksen,Right Winger,https://www.transfermarkt.com/tobias-gulliksen/profil/spieler/619657,20,Norway,FK Bodø/Glimt,Eliteserien,Norway,Djurgårdens IF,Allsvenskan,Sweden,"Feb 23, 2024",€2.50m
909758,Federico Redondo,Defensive Midfield,https://www.transfermarkt.com/federico-redondo/profil/spieler/909758,21,Argentina,AA Argentinos Juniors,Copa de la Liga,Argentina,Inter Miami CF,MLS,United States,"Feb 23, 2024",€9.00m
264063,Sergiy Bolbat,Right Winger,https://www.transfermarkt.com/sergiy-bolbat/profil/spieler/264063,30,Ukraine,Kolos Kovalivka,Premier Liga,Ukraine,Without ClubWithout Club,No league,No country,"Feb 23, 2024",€500k
636784,Luca Orellano,Right Winger,https://www.transfermarkt.com/luca-orellano/profil/spieler/636784,23,Argentina,Clube de Regatas Vasco da Gama,Série A,Brazil,FC Cincinnati,MLS,United States,"Feb 23, 2024",€4.50m
417348,Richie Laryea,Right-Back,https://www.transfermarkt.com/richie-laryea/profil/spieler/417348,29,Canada,Nottingham Forest,Premier League,England,Toronto FC,MLS,Canada,"Feb 23, 2024",€2.50m
267556,Shihao Wei,Left Winger,https://www.transfermarkt.com/shihao-wei/profil/spieler/267556,28,China,Wuhan Three Towns,Super League,China,Chengdu Rongcheng,Super League,China,"Feb 23, 2024",€550k
321118,Erwin Saavedra,Right Midfield,https://www.transfermarkt.com/erwin-saavedra/profil/spieler/321118,28,Bolivia,Mamelodi Sundowns FC,DStv Premiership,South Africa,Bolívar La Paz,División Profesional Apertura,Bolivia,"Feb 23, 2024",€500k
218278,Amahl Pellegrino,Left Winger,https://www.transfermarkt.com/amahl-pellegrino/profil/spieler/218278,33,Norway,FK Bodø/Glimt,Eliteserien,Norway,San Jose Earthquakes,MLS,United States,"Feb 23, 2024",€1.00m
370203,Joao Rojas,Left Winger,https://www.transfermarkt.com/joao-rojas/profil/spieler/370203,26,Ecuador,CF Monterrey,Liga MX Apertura,Mexico,Barcelona SC Guayaquil,Serie A Primera Etapa,Ecuador,"Feb 23, 2024",€1.50m
347823,Caio César,Central Midfield,https://www.transfermarkt.com/caio-cesar/profil/spieler/347823,28,Brazil,V-Varen Nagasaki,J2 League,Japan,Clube de Regatas Brasil (AL),Série B,Brazil,"Feb 23, 2024",€600k
445000,Matheus Rossetto,Central Midfield,https://www.transfermarkt.com/matheus-rossetto/profil/spieler/445000,27,Brazil,Atlanta United FC,MLS,United States,Fortaleza Esporte Clube,Série A,Brazil,"Feb 23, 2024",€1.50m
