tm_id,player_name,player_position,player_details,player_age,player_nationality,team_left,league_left,country_previous,team_joined,league_joined,country_current,transf_date,market_value
226065,Marko Dabro,Centre-Forward,https://www.transfermarkt.com/marko-dabro/profil/spieler/226065,26,Croatia,Beijing Guoan,Super League,China,NK Varazdin,SuperSport HNL,Croatia,"Feb 12, 2024",€700k
848661,Janko Jevremović,Right Winger,https://www.transfermarkt.com/janko-jevremovic/profil/spieler/848661,19,Serbia,FK Partizan Belgrade,Super liga Srbije,Serbia,FK Kolubara Lazarevac,Prva liga Srbije,Serbia,"Feb 12, 2024",€500k
317482,Marko Rog,Central Midfield,https://www.transfermarkt.com/marko-rog/profil/spieler/317482,28,Croatia,Cagliari Calcio,Serie A,Italy,GNK Dinamo Zagreb,SuperSport HNL,Croatia,"Feb 12, 2024",€1.50m
384580,Diego Herazo,Centre-Forward,https://www.transfermarkt.com/diego-herazo/profil/spieler/384580,27,Colombia,Deportes Tolima,Liga Dimayor I,Colombia,CA San Lorenzo de Almagro,Liga Profesional,Argentina,"Feb 12, 2024",€750k
169416,Matt Crooks,Attacking Midfield,https://www.transfermarkt.com/matt-crooks/profil/spieler/169416,30,England,Middlesbrough FC,Championship,England,Real Salt Lake City,MLS,United States,"Feb 12, 2024",€1.50m
906774,Du Queiroz,Central Midfield,https://www.transfermarkt.com/du-queiroz/profil/spieler/906774,24,Brazil,Zenit St. Petersburg,Premier Liga,Russia,Grêmio Foot-Ball Porto Alegrense,Série A,Brazil,"Feb 12, 2024",€3.00m
122797,Andy Delort,Centre-Forward,https://www.transfermarkt.com/andy-delort/profil/spieler/122797,32,Algeria,Umm Salal SC,Stars League,Qatar,Without ClubWithout Club,No league,No country,"Feb 12, 2024",€6.00m
317467,Lovro Cvek,Defensive Midfield,https://www.transfermarkt.com/lovro-cvek/profil/spieler/317467,28,Croatia,CFR Cluj,SuperLiga,Romania,Ordabasy Shymkent,Premier Liga,Kazakhstan,"Feb 12, 2024",€1.00m
260139,Alexandru Tudorie,Centre-Forward,https://www.transfermarkt.com/alexandru-tudorie/profil/spieler/260139,27,Romania,Al-Adalah FC,Saudi First Division League,Saudi Arabia,UTA Arad,SuperLiga,Romania,"Feb 12, 2024",€900k
258034,Guga,Central Midfield,https://www.transfermarkt.com/guga/profil/spieler/258034,26,Portugal,Rio Ave FC,Liga Portugal,Portugal,Beijing Guoan,Super League,China,"Feb 12, 2024",€3.00m
333913,Gustavo,Centre-Forward,https://www.transfermarkt.com/gustavo/profil/spieler/333913,29,Brazil,Jeonbuk Hyundai Motors,K League 1,"Korea, South",Shanghai Port,Super League,China,"Feb 12, 2024",€600k
347909,Matheus Jussa,Defensive Midfield,https://www.transfermarkt.com/matheus-jussa/profil/spieler/347909,27,Brazil,Fortaleza Esporte Clube,Série A,Brazil,Shanghai Port,Super League,China,"Feb 12, 2024",€1.20m
257463,Marko Mijailovic,Centre-Back,https://www.transfermarkt.com/marko-mijailovic/profil/spieler/257463,26,Serbia,NK Olimpija Ljubljana,Prva Liga,Slovenia,FK Spartak Subotica,Super liga Srbije,Serbia,"Feb 12, 2024",€500k
