tm_id,player_name,player_position,player_details,player_age,player_nationality,team_left,league_left,country_previous,team_joined,league_joined,country_current,transf_date,market_value
600956,Francisco Nevárez,Right-Back,https://www.transfermarkt.com/francisco-nevarez/profil/spieler/600956,23,Mexico,FC Juárez,Liga MX Apertura,Mexico,El Paso Locomotive FC,USLC,United States,"Feb 26, 2024",€500k
214312,Pedro Castro,Central Midfield,https://www.transfermarkt.com/pedro-castro/profil/spieler/214312,31,Brazil,Khor Fakkan SSC,UAE Pro League,United Arab Emirates,Avaí FC,Série B,Brazil,"Feb 26, 2024",€500k
209664,Alexandru Ionita,Attacking Midfield,https://www.transfermarkt.com/alexandru-ionita/profil/spieler/209664,29,Romania,FC Rapid Bucharest,SuperLiga,Romania,Yunnan Yukun,League One,China,"Feb 26, 2024",€800k
818499,Cristian Neira,Attacking Midfield,https://www.transfermarkt.com/cristian-neira/profil/spieler/818499,23,Peru,CD Unión Comercio,Liga 1 Apertura,Peru,Club Alianza Lima,Liga 1 Apertura,Peru,"Feb 26, 2024",€650k
746604,Isak Helstad Amundsen,Centre-Back,https://www.transfermarkt.com/isak-helstad-amundsen/profil/spieler/746604,24,Norway,FK Bodø/Glimt,Eliteserien,Norway,Molde FK,Eliteserien,Norway,"Feb 26, 2024",€700k
326701,Bart Ramselaar,Attacking Midfield,https://www.transfermarkt.com/bart-ramselaar/profil/spieler/326701,27,Netherlands,FC Utrecht,Eredivisie,Netherlands,Lion City Sailors,Premier League,Singapore,"Feb 26, 2024",€2.00m
172802,Rade Dugalic,Centre-Back,https://www.transfermarkt.com/rade-dugalic/profil/spieler/172802,31,Serbia,Meizhou Hakka,Super League,China,Shenzhen Peng City,Super League,China,"Feb 26, 2024",€800k
605150,Matt Orr,Centre-Forward,https://www.transfermarkt.com/matt-orr/profil/spieler/605150,27,Hongkong,Guangxi Pingguo Haliao,League One,China,Shenzhen Peng City,Super League,China,"Feb 26, 2024",€500k
168337,Ahmed Musa,Left Winger,https://www.transfermarkt.com/ahmed-musa/profil/spieler/168337,31,Nigeria,Sivasspor,Süper Lig,Türkiye,Without ClubWithout Club,No league,No country,"Feb 26, 2024",€900k
585339,Pape Habib Gueye,Centre-Forward,https://www.transfermarkt.com/pape-habib-gueye/profil/spieler/585339,24,Senegal,Aberdeen FC,Premiership,Scotland,Kristiansund BK,Eliteserien,Norway,"Feb 26, 2024",€550k
131589,Billel Omrani,Centre-Forward,https://www.transfermarkt.com/billel-omrani/profil/spieler/131589,30,Algeria,Petrolul Ploiesti,SuperLiga,Romania,Wisla Kraków,Fortuna 1 Liga,Poland,"Feb 26, 2024",€550k
187208,Ademilson,Centre-Forward,https://www.transfermarkt.com/ademilson/profil/spieler/187208,30,Brazil,Machida Zelvia,J1 League,Japan,Avaí FC,Série B,Brazil,"Feb 26, 2024",€1.00m
