tm_id,player_name,player_position,player_details,player_age,player_nationality,team_left,league_left,country_previous,team_joined,league_joined,country_current,transf_date,market_value
165012,José Rodríguez,Central Midfield,https://www.transfermarkt.com/jose-rodriguez/profil/spieler/165012,29,Spain,Hapoel Tel Aviv,Ligat ha'Al,Israel,Adana Demirspor,Süper Lig,Turkey,"Feb 7, 2024",€800k
370563,Petar Gigic,Centre-Forward,https://www.transfermarkt.com/petar-gigic/profil/spieler/370563,26,Serbia,FK Javor-Matis Ivanjica,Super liga Srbije,Serbia,Boluspor,1.Lig,Turkey,"Feb 7, 2024",€1.00m
189490,Jonny Uchuari,Left Winger,https://www.transfermarkt.com/jonny-uchuari/profil/spieler/189490,30,Ecuador,Club Atlético Morelia,Liga Expansión MX Cl.,Mexico,Libertad FC,Serie A Primera Etapa,Ecuador,"Feb 7, 2024",€600k
598975,Matheus Teixeira,Goalkeeper,https://www.transfermarkt.com/matheus-teixeira/profil/spieler/598975,24,Brazil,Esporte Clube Bahia,Série A,Brazil,Criciúma Esporte Clube,Série A,Brazil,"Feb 7, 2024",€600k
985755,Luciano Giménez,Centre-Forward,https://www.transfermarkt.com/luciano-gimenez/profil/spieler/985755,23,Argentina,CA Chacarita Juniors,Primera Nacional,Argentina,Cuiabá Esporte Clube (MT),Série A,Brazil,"Feb 7, 2024",€900k
957874,Rômulo,Centre-Forward,https://www.transfermarkt.com/romulo/profil/spieler/957874,22,Brazil,Club Athletico Paranaense,Série A,Brazil,Göztepe,1.Lig,Turkey,"Feb 7, 2024",€1.70m
547754,Ianis Stoica,Centre-Forward,https://www.transfermarkt.com/ianis-stoica/profil/spieler/547754,21,Romania,FCSB,SuperLiga,Romania,FC Hermannstadt,SuperLiga,Romania,"Feb 7, 2024",€1.00m
410185,Ronaël Pierre-Gabriel,Right-Back,https://www.transfermarkt.com/ronael-pierre-gabriel/profil/spieler/410185,25,France,FC Nantes,Ligue 1,France,GNK Dinamo Zagreb,SuperSport HNL,Croatia,"Feb 7, 2024",€3.50m
197032,Mijo Caktas,Attacking Midfield,https://www.transfermarkt.com/mijo-caktas/profil/spieler/197032,31,Croatia,NK Osijek,SuperSport HNL,Croatia,Sivasspor,Süper Lig,Turkey,"Feb 7, 2024",€1.80m
450211,José Cifuentes,Central Midfield,https://www.transfermarkt.com/jose-cifuentes/profil/spieler/450211,24,Ecuador,Rangers FC,Premiership,Scotland,Cruzeiro Esporte Clube,Série A,Brazil,"Feb 7, 2024",€7.00m
563033,Pavel Bucha,Central Midfield,https://www.transfermarkt.com/pavel-bucha/profil/spieler/563033,25,Czech Republic,FC Viktoria Plzen,Fortuna Liga,Czech Republic,FC Cincinnati,MLS,United States,"Feb 7, 2024",€2.20m
659352,Dion Kacuri,Attacking Midfield,https://www.transfermarkt.com/dion-kacuri/profil/spieler/659352,19,Switzerland,Grasshopper Club Zurich,Super League,Switzerland,FC Basel 1893,Super League,Switzerland,"Feb 7, 2024",€800k
71830,Bruno Wilson,Centre-Back,https://www.transfermarkt.com/bruno-wilson/profil/spieler/71830,27,Portugal,FC Vizela,Liga Portugal,Portugal,Without ClubWithout Club,No league,No country,"Feb 7, 2024",€900k
815677,Vinicius Mello,Centre-Forward,https://www.transfermarkt.com/vinicius-mello/profil/spieler/815677,21,Brazil,Charlotte FC,MLS,United States,FK Cukaricki,Super liga Srbije,Serbia,"Feb 7, 2024",€600k
379438,Seung-hyun Jung,Centre-Back,https://www.transfermarkt.com/seung-hyun-jung/profil/spieler/379438,29,"Korea, South",Ulsan HD FC,K League 1,"Korea, South",Al-Wasl SC,UAE Pro League,United Arab Emirates,"Feb 7, 2024",€1.00m
353775,David Akintola,Right Winger,https://www.transfermarkt.com/david-akintola/profil/spieler/353775,28,Nigeria,Adana Demirspor,Süper Lig,Turkey,Caykur Rizespor,Süper Lig,Turkey,"Feb 7, 2024",€1.60m
574772,Lázaro,Left Winger,https://www.transfermarkt.com/lazaro/profil/spieler/574772,21,Brazil,UD Almería,LaLiga,Spain,Sociedade Esportiva Palmeiras,Série A,Brazil,"Feb 7, 2024",€2.50m
397090,Davidson,Left Winger,https://www.transfermarkt.com/davidson/profil/spieler/397090,32,Brazil,Wuhan Three Towns,Super League,China,Basaksehir FK,Süper Lig,Turkey,"Feb 7, 2024",€900k
213975,Taras Kacharaba,Centre-Back,https://www.transfermarkt.com/taras-kacharaba/profil/spieler/213975,29,Ukraine,SK Slavia Prague,Fortuna Liga,Czech Republic,DAC Dunajska Streda,Nike Liga,Slovakia,"Feb 7, 2024",€800k
100986,Thomas Meunier,Right-Back,https://www.transfermarkt.com/thomas-meunier/profil/spieler/100986,32,Belgium,Borussia Dortmund,Bundesliga,Germany,Trabzonspor,Süper Lig,Turkey,"Feb 7, 2024",€2.50m
288721,Egor Sorokin,Centre-Back,https://www.transfermarkt.com/egor-sorokin/profil/spieler/288721,28,Russia,Rubin Kazan,Premier Liga,Russia,Without ClubWithout Club,No league,No country,"Feb 7, 2024",€800k
546292,Leonardo,Centre-Forward,https://www.transfermarkt.com/leonardo/profil/spieler/546292,26,Brazil,Shandong Taishan,Super League,China,Zhejiang FC,Super League,China,"Feb 7, 2024",€3.50m
335768,Bruno Valdez,Centre-Back,https://www.transfermarkt.com/bruno-valdez/profil/spieler/335768,31,Paraguay,CA Boca Juniors,Liga Profesional,Argentina,Club Cerro Porteño,Primera División Apertura,Paraguay,"Feb 7, 2024",€1.50m
415646,Bruno Jordão,Central Midfield,https://www.transfermarkt.com/bruno-jordao/profil/spieler/415646,25,Portugal,Wolverhampton Wanderers,Premier League,England,Radomiak Radom,Ekstraklasa,Poland,"Feb 7, 2024",€1.00m
493692,Jasur Yakhshiboev,Right Winger,https://www.transfermarkt.com/jasur-yakhshiboev/profil/spieler/493692,26,Uzbekistan,Navbahor Namangan,Superliga,Uzbekistan,Ordabasy Shymkent,Premier Liga,Kazakhstan,"Feb 7, 2024",€500k
988222,David Martínez,Right Winger,https://www.transfermarkt.com/david-martinez/profil/spieler/988222,18,Venezuela,Monagas SC,Liga FUTVE Apertura,Venezuela,Los Angeles FC,MLS,United States,"Feb 7, 2024",€1.50m
630015,Khozhimat Erkinov,Left Winger,https://www.transfermarkt.com/khozhimat-erkinov/profil/spieler/630015,22,Uzbekistan,Torpedo Moscow,1.Division,Russia,Al-Wahda FC,UAE Pro League,United Arab Emirates,"Feb 7, 2024",€600k
249763,Evgeniy Shevchenko,Centre-Forward,https://www.transfermarkt.com/evgeniy-shevchenko/profil/spieler/249763,27,Belarus,Torpedo-BelAZ Zhodino,Vysheyshaya Liga,Belarus,Arsenal Tula,1.Division,Russia,"Feb 7, 2024",€650k
492556,Oston Urunov,Attacking Midfield,https://www.transfermarkt.com/oston-urunov/profil/spieler/492556,23,Uzbekistan,Navbahor Namangan,Superliga,Uzbekistan,Persepolis FC,Persian Gulf Pro League,Iran,"Feb 7, 2024",€1.00m
