Nombre,Apodo(s),Fundación,Presidente,Entrenador,Estadio,Ubicación,Capacidad,city,name_reported
Club Deportivo El Nacional,Los Puros CriollosLa Máquina GrisEl NachoEl NachitoEl Bi-TriEquipo MilitarLa Gloria del Fútbol Ecuatoriano[1]​,7 de marzo de 1960 (64 años)comoClub Mariscal Sucre,Marco Vinicio Pazos León,Ever Hugo Almeida,Olímpico Atahualpa,"Av. 6 de Diciembre y Naciones Unidas,Quito,Ecuador",35 258 espectadores[2]​,Av. 6 de Diciembre y Naciones Unidas,CD El Nacional
Фудбалски клуб Црвена звездаFudbalski klub Crvena Zvezda,Zvezda(Estrella)Crveno-beli(Rojiblancos),4 de marzo de 1945 (79 años),Svetozar Mijailović,Vladan Milojević,Rajko Mitić,Belgrado(Serbia),55.783[1]​ espectadores,Belgrado(Serbia),Red Star Belgrade
Kalmar Fotbollsförening,Röda bröda (Hermanos Rojos)Smålands stolthet (El Orgullo de Småland),10 de enero de 1910 (114 años),Jpnas Persson,Henrik Jensen,Guldfågeln Arena,"Kalmar,Suecia",12.100,Kalmar,Kalmar FF
Futbolʹnyĭ Klub Fakel Voronezh,Fakelony,1947,Roman Askhabadze,Dmitry Pyatibratov,Tsentralnyi Profsoyuz Stadion,"Vorónezh,Rusia",32.750,Vorónezh,Fakel Voronezh
