Nombre,Apodo(s),Fundación,Presidente,Entrenador,Estadio,Ubicación,Capacidad,city,name_reported
Fútbol Club Juárez[1]​,Bravos[2]​,29 de mayo de 2015 (8 años),Luis Rodríguez,Maurício Barbieri,Olímpico Benito Juárez,"Ciudad Juárez,Chihuahua",19 703 espectadores,Ciudad Juárez,FC Juárez
No data,No data,No data,No data,No data,No data,No data,No data,No data,Khor Fakkan SSC
No data,No data,No data,No data,No data,No data,No data,No data,No data,FC Rapid Bucharest
No data,No data,No data,No data,No data,No data,No data,No data,No data,CD Unión Comercio
Fotballklubben Bodø/Glimt,GlimtSuperlagetDen Gule Horde (La Horda Amarilla),19 de septiembre de 1916 (107 años),Bjørn-Tore Hansen,Kjetil Knutsen,Aspmyra Stadion,"Bodø,Noruega",8.200,Bodø,FK Bodø/Glimt
Football Club Utrecht,DomstedelingenUtreg,1 de julio de 1970 (53 años),Steef Klop,Ron Jans,Stadion Galgenwaard,"Utrecht,Países Bajos",23.750 espectadores,Utrecht,FC Utrecht
Meizhou Hakka Football Club梅州客家足球俱乐部,No data,1 de enero de 2013 (11 años),No data,Pablo Villar,Wuhua County Olympic Sports Centre,"Wuhua,China","30,000",Wuhua,Meizhou Hakka
No data,No data,No data,No data,No data,No data,No data,No data,No data,Guangxi Pingguo Haliao
Demir Grup Sivasspor Kulübü,Yiğidolar (Pueblo bravo),9 de mayo de 1967 (56 años),Mecnun Otyakmaz,Rıza Çalımbay,Sivas Arena,"Sivas,Turquía",27.532,Sivas,Sivasspor
Aberdeen Football Club,"The Dons, The Dundies, The Reds (Los rojos)",14 de abril de 1903 (120 años),Dave Cormack,Neil Warnock,Pittodrie Stadium,"Aberdeen,Escocia",20 866 espectadores,Aberdeen,Aberdeen FC
Asociația Club Sportiv Petrolul 52[1]​,Lupii galbeni(Lobos amarillos)Galben-albaștrii(Amarillos azules)Petroliștii(Petroleros),31 de diciembre de 1924 (99 años),Costel Lazar[2]​,Nicolae Constantin,Stadionul Ilie Oană,"Ploieşti,Rumania",15 500[3]​,Ploieşti,Petrolul Ploiesti
Football Club Machida Zelvia,Zelvia,1989 (35 años) comoFC Machida,Hiroyuki Shimokawa,Go Kuroda,Estadio Machida,"Machida,Japón",10.328 espectadores,Machida,Machida Zelvia
