Nombre,Apodo(s),Fundación,Presidente,Entrenador,Estadio,Ubicación,Capacidad,city,name_reported
Club Universidad de Chile,"La «U»,La Chile,El Chuncho,[1]​El Bulla,Romántico Viajero,[2]​León,[1]​Azules[1]​",24 de mayo de 1927 (96 años)[n. 1]​comoClub Universitario de Deportes de Chile,Michael Clark,Gustavo Álvarez,Nacional Julio Martínez,"Av. Grecia2001Ñuñoa,Santiago,Chile",48 665espectadores[3]​,Av. Grecia2001Ñuñoa,Club Universidad de Chile
Fotbal Club Universitatea Cluj,Șepcile roşii(Gorras rojas)Uiști(Estudiantes),1919 (104 años),Constantin Raduta,Ioan Ovidiu Sabău,Cluj Arena,"Cluj-Napoca,Rumania",30 335,Cluj-Napoca,FC Universitatea Cluj
Futbolny Klub Metalist Járkov,Zhovto-Syni(Amarillo-azules)Hor'ky(Comadrejas),11 de diciembre de 1925 (98 años),Olexandr Yaroslavsky,Perica Ognjenović(interino),Metalist,"Járkov,Ucrania",40 003 espectadores,Járkov,Metalist Kharkiv
Al-Wehda Club,Los Caballeros de Mecca(فرسان مكة),1945 (79 años),Sultan Azhar[1]​,José Luis Sierra Pando,King Abdul Aziz Stadium,"Meca,Arabia Saudita","38,000[2]​",Meca,Al-Wehda FC
Al Ahli Sports Club,Al Ameed (Brigada),1950 (74 años),Abdullah Khalid Alkuwari,Pepa,Al Ahli Stadium,"Doha,Catar","20,000",Doha,Al-Ahli SC
Mes Rafsanjan Football Club,No data,1997 (27 años),Mahmod Mahmodinia,Mohammad Rabiei,Estadio Shohadaye Mes,"Rafsanjan,Kermán","3,800[1]​[2]​",Rafsanjan,Mes Rafsanjan
