tm_id,player_name,player_position,player_details,player_age,player_nationality,team_left,league_left,country_previous,team_joined,league_joined,country_current,transf_date,market_value
509390,Miguel Navarro,Left-Back,https://www.transfermarkt.com/miguel-navarro/profil/spieler/509390,24,Venezuela,Colorado Rapids,MLS,United States,CA Talleres,Liga Profesional,Argentina,"Jan 29, 2024",€800k
660338,Gonzalo Lencina,Centre-Forward,https://www.transfermarkt.com/gonzalo-lencina/profil/spieler/660338,26,Argentina,Club Atlético Belgrano,Liga Profesional,Argentina,Deportivo Pereira,Liga Dimayor I,Colombia,"Jan 29, 2024",€700k
981058,Brian Mansilla,Left Winger,https://www.transfermarkt.com/brian-mansilla/profil/spieler/981058,21,Uruguay,CA Peñarol,Primera División Apertura,Uruguay,Defensor Sporting Club,Primera División Apertura,Uruguay,"Jan 29, 2024",€500k
324378,Valerio Mantovani,Centre-Back,https://www.transfermarkt.com/valerio-mantovani/profil/spieler/324378,27,Italy,Ternana Calcio,Serie B,Italy,Ascoli Calcio,Serie B,Italy,"Jan 29, 2024",€600k
391719,Domingos Quina,Central Midfield,https://www.transfermarkt.com/domingos-quina/profil/spieler/391719,24,Portugal,Udinese Calcio,Serie A,Italy,FC Vizela,Liga Portugal,Portugal,"Jan 29, 2024",€1.80m
560997,Zahir Al-Aghbari,Left Winger,https://www.transfermarkt.com/zahir-al-aghbari/profil/spieler/560997,24,Oman,Al-Seeb Club,Oman Pro League,Oman,Al-Muharraq SC,No league,Bahrain,"Jan 29, 2024",€500k
282689,Seung-ho Paik,Central Midfield,https://www.transfermarkt.com/seung-ho-paik/profil/spieler/282689,26,"Korea, South",Jeonbuk Hyundai Motors,K League 1,"Korea, South",Birmingham City,Championship,England,"Jan 29, 2024",€900k
70754,Denys Garmash,Attacking Midfield,https://www.transfermarkt.com/denys-garmash/profil/spieler/70754,33,Ukraine,NK Osijek,SuperSport HNL,Croatia,Metalist 1925 Kharkiv,Premier Liga,Ukraine,"Jan 29, 2024",€600k
469718,Gerardo Arteaga,Left-Back,https://www.transfermarkt.com/gerardo-arteaga/profil/spieler/469718,25,Mexico,KRC Genk,Jupiler Pro League,Belgium,CF Monterrey,Liga MX Apertura,Mexico,"Jan 29, 2024",€6.00m
798404,Alidu Seidu,Centre-Back,https://www.transfermarkt.com/alidu-seidu/profil/spieler/798404,23,Ghana,Clermont Foot 63,Ligue 1,France,Stade Rennais FC,Ligue 1,France,"Jan 29, 2024",€7.00m
