tm_id,player_name,player_position,player_details,player_age,player_nationality,team_left,league_left,country_previous,team_joined,league_joined,country_current,transf_date,market_value
333355,Milad Mohammadi,Left-Back,https://www.transfermarkt.com/milad-mohammadi/profil/spieler/333355,30,Iran,AEK Athens,Super League 1,Greece,Adana Demirspor,Süper Lig,Turkey,"Jan 25, 2024",€1.20m
439072,Matías Viña,Left-Back,https://www.transfermarkt.com/matias-vina/profil/spieler/439072,26,Uruguay,AS Roma,Serie A,Italy,CR Flamengo,Série A,Brazil,"Jan 25, 2024",€8.00m
982526,Valentín Adamo,Centre-Forward,https://www.transfermarkt.com/valentin-adamo/profil/spieler/982526,21,Uruguay,Botafogo de Futebol e Regatas,Série A,Brazil,Unión Española,Primera División,Chile,"Jan 25, 2024",€500k
345656,Brayan Rovira,Defensive Midfield,https://www.transfermarkt.com/brayan-rovira/profil/spieler/345656,27,Colombia,Atlético Nacional,Liga Dimayor I,Colombia,Deportes Tolima,Liga Dimayor I,Colombia,"Jan 25, 2024",€550k
269793,Agustín García Basso,Centre-Back,https://www.transfermarkt.com/agustin-garcia-basso/profil/spieler/269793,31,Argentina,Independiente del Valle,Serie A Primera Etapa,Ecuador,Racing Club,Liga Profesional,Argentina,"Jan 25, 2024",€900k
646432,Higor Meritão,Defensive Midfield,https://www.transfermarkt.com/higor-meritao/profil/spieler/646432,29,Brazil,UNAM Pumas,Liga MX Apertura,Mexico,Criciúma Esporte Clube,Série A,Brazil,"Jan 25, 2024",€1.30m
357072,Faitout Maouassa,Left-Back,https://www.transfermarkt.com/faitout-maouassa/profil/spieler/357072,25,France,Club Brugge KV,Jupiler Pro League,Belgium,Granada CF,LaLiga,Spain,"Jan 25, 2024",€5.00m
352566,Déinner Quiñones,Right Winger,https://www.transfermarkt.com/deinner-quinones/profil/spieler/352566,28,Colombia,Independiente Medellín,Liga Dimayor I,Colombia,Without ClubWithout Club,No league,No country,"Jan 25, 2024",€700k
461607,Esteban Lepaul,Centre-Forward,https://www.transfermarkt.com/esteban-lepaul/profil/spieler/461607,23,France,SAS Epinal,Championnat National,France,Angers SCO,Ligue 2,France,"Jan 25, 2024",€600k
137313,Jonathan Buatu,Centre-Back,https://www.transfermarkt.com/jonathan-buatu/profil/spieler/137313,30,Angola,Valenciennes FC,Ligue 2,France,Gil Vicente FC,Liga Portugal,Portugal,"Jan 25, 2024",€600k
714589,Adel Amar Belkacem Bouzida,Right Winger,https://www.transfermarkt.com/adel-amar-belkacem-bouzida/profil/spieler/714589,21,Algeria,Paradou AC,Ligue Professionnelle 1,Algeria,USM Alger,Ligue Professionnelle 1,Algeria,"Jan 25, 2024",€650k
587520,Stipe Biuk,Left Winger,https://www.transfermarkt.com/stipe-biuk/profil/spieler/587520,21,Croatia,Los Angeles FC,MLS,United States,Real Valladolid CF,LaLiga2,Spain,"Jan 25, 2024",€6.50m
627196,Franck Surdez,Left Winger,https://www.transfermarkt.com/franck-surdez/profil/spieler/627196,21,Switzerland,Neuchâtel Xamax FCS,Challenge League,Switzerland,KAA Gent,Jupiler Pro League,Belgium,"Jan 25, 2024",€600k
411662,Lucas Veríssimo,Centre-Back,https://www.transfermarkt.com/lucas-verissimo/profil/spieler/411662,28,Brazil,SL Benfica,Liga Portugal,Portugal,Al-Duhail SC,Stars League,Qatar,"Jan 25, 2024",€7.00m
369650,Mohamed Ofkir,Left Winger,https://www.transfermarkt.com/mohamed-ofkir/profil/spieler/369650,27,Norway,Vålerenga Fotball Elite,OBOS-ligaen,Norway,Manisa FK,1.Lig,Turkey,"Jan 25, 2024",€500k
939964,Jean-Mattéo Bahoya,Left Winger,https://www.transfermarkt.com/jean-matteo-bahoya/profil/spieler/939964,18,France,Angers SCO,Ligue 2,France,Eintracht Frankfurt,Bundesliga,Germany,"Jan 25, 2024",€2.50m
466541,Ziv Morgan,Left-Back,https://www.transfermarkt.com/ziv-morgan/profil/spieler/466541,24,Israel,Ironi Kiryat Shmona,Liga Leumit,Israel,Hapoel Tel Aviv,Ligat ha'Al,Israel,"Jan 25, 2024",€600k
452464,Dardan Shabanhaxhaj,Centre-Forward,https://www.transfermarkt.com/dardan-shabanhaxhaj/profil/spieler/452464,22,Austria,NS Mura,Prva Liga,Slovenia,Rubin Kazan,Premier Liga,Russia,"Jan 25, 2024",€700k
280149,Favio Álvarez,Attacking Midfield,https://www.transfermarkt.com/favio-alvarez/profil/spieler/280149,31,Argentina,UNAM Pumas,Liga MX Apertura,Mexico,Club Atlético Lanús,Liga Profesional,Argentina,"Jan 25, 2024",€600k
145769,Sergio León,Centre-Forward,https://www.transfermarkt.com/sergio-leon/profil/spieler/145769,35,Spain,Elche CF,LaLiga2,Spain,SD Eibar,LaLiga2,Spain,"Jan 25, 2024",€1.50m
294730,Bogdan Mykhaylichenko,Left-Back,https://www.transfermarkt.com/bogdan-mykhaylichenko/profil/spieler/294730,26,Ukraine,GNK Dinamo Zagreb,SuperSport HNL,Croatia,Polissya Zhytomyr,Premier Liga,Ukraine,"Jan 25, 2024",€2.50m
