tm_id,player_name,player_position,player_details,player_age,player_nationality,team_left,league_left,country_previous,team_joined,league_joined,country_current,transf_date,market_value
372445,Dani Silva,Central Midfield,https://www.transfermarkt.com/dani-silva/profil/spieler/372445,23,Portugal,Vitória Guimarães SC,Liga Portugal,Portugal,Hellas Verona,Serie A,Italy,"Jan 25, 2024",€2.00m
525990,Tobias Klysner,Right Winger,https://www.transfermarkt.com/tobias-klysner/profil/spieler/525990,22,Denmark,Randers FC,Superliga,Denmark,SönderjyskE,1.Division,Denmark,"Jan 25, 2024",€500k
257463,Marko Mijailovic,Centre-Back,https://www.transfermarkt.com/marko-mijailovic/profil/spieler/257463,26,Serbia,NK Olimpija Ljubljana,Prva Liga,Slovenia,Without ClubWithout Club,No league,No country,"Jan 25, 2024",€500k
182710,João Teixeira,Attacking Midfield,https://www.transfermarkt.com/joao-teixeira/profil/spieler/182710,29,Portugal,Al-Markhiya SC,Stars League,Qatar,Rio Ave FC,Liga Portugal,Portugal,"Jan 25, 2024",€800k
847487,Maxime Bastian,Left-Back,https://www.transfermarkt.com/maxime-bastian/profil/spieler/847487,22,France,RC Strasbourg Alsace,Ligue 1,France,FC Sochaux-Montbéliard,Championnat National,France,"Jan 25, 2024",€1.00m
344072,Kelvin Amian,Right-Back,https://www.transfermarkt.com/kelvin-amian/profil/spieler/344072,25,France,Spezia Calcio,Serie B,Italy,FC Nantes,Ligue 1,France,"Jan 25, 2024",€2.20m
1086636,Gabriel Moscardo,Defensive Midfield,https://www.transfermarkt.com/gabriel-moscardo/profil/spieler/1086636,18,Brazil,Sport Club Corinthians Paulista,Série A,Brazil,Paris Saint-Germain,Ligue 1,France,"Jan 25, 2024",€15.00m
538566,Valon Ethemi,Left Winger,https://www.transfermarkt.com/valon-ethemi/profil/spieler/538566,26,North Macedonia,Istanbulspor,Süper Lig,Turkey,Konyaspor,Süper Lig,Turkey,"Jan 25, 2024",€1.20m
876400,Simone Pafundi,Attacking Midfield,https://www.transfermarkt.com/simone-pafundi/profil/spieler/876400,17,Italy,Udinese Calcio,Serie A,Italy,FC Lausanne-Sport,Super League,Switzerland,"Jan 25, 2024",€8.00m
433584,Alessio Zerbin,Left Winger,https://www.transfermarkt.com/alessio-zerbin/profil/spieler/433584,24,Italy,SSC Napoli,Serie A,Italy,AC Monza,Serie A,Italy,"Jan 25, 2024",€3.50m
488052,Matthias Braunöder,Central Midfield,https://www.transfermarkt.com/matthias-braunoder/profil/spieler/488052,21,Austria,Austria Vienna,Bundesliga,Austria,Como 1907,Serie B,Italy,"Jan 25, 2024",€1.30m
994536,Claudio Echeverri,Attacking Midfield,https://www.transfermarkt.com/claudio-echeverri/profil/spieler/994536,18,Argentina,CA River Plate,Liga Profesional,Argentina,Manchester City,Premier League,England,"Jan 25, 2024",€12.00m
696550,Salim Diakité,Centre-Back,https://www.transfermarkt.com/salim-diakite/profil/spieler/696550,23,France,Ternana Calcio,Serie B,Italy,Palermo FC,Serie B,Italy,"Jan 25, 2024",€850k
210363,Mariusz Stepinski,Centre-Forward,https://www.transfermarkt.com/mariusz-stepinski/profil/spieler/210363,28,Poland,Aris Limassol,Protathlima Cyta,Cyprus,Omonia Nicosia,Protathlima Cyta,Cyprus,"Jan 25, 2024",€1.40m
218067,Jacopo Petriccione,Defensive Midfield,https://www.transfermarkt.com/jacopo-petriccione/profil/spieler/218067,28,Italy,FC Crotone,Serie C - C,Italy,US Catanzaro,Serie B,Italy,"Jan 25, 2024",€600k
889462,Jordhy Thompson,Left Winger,https://www.transfermarkt.com/jordhy-thompson/profil/spieler/889462,19,Chile,CSD Colo-Colo,Primera División,Chile,FK Orenburg,Premier Liga,Russia,"Jan 25, 2024",€800k
703500,Zeca,Centre-Forward,https://www.transfermarkt.com/zeca/profil/spieler/703500,26,Brazil,Pohang Steelers,K League 1,"Korea, South",Shandong Taishan,Super League,China,"Jan 25, 2024",€1.00m
263951,Hamza Sakhi,Attacking Midfield,https://www.transfermarkt.com/hamza-sakhi/profil/spieler/263951,27,Morocco,Melbourne City FC,A-League Men,Australia,AC Ajaccio,Ligue 2,France,"Jan 25, 2024",€1.50m
401932,Christian Ebere,Centre-Forward,https://www.transfermarkt.com/christian-ebere/profil/spieler/401932,25,Nigeria,Club Plaza Colonia,No league,Uruguay,Club Nacional,Primera División Apertura,Uruguay,"Jan 25, 2024",€1.30m
337627,Gastón Gómez,Goalkeeper,https://www.transfermarkt.com/gaston-gomez/profil/spieler/337627,27,Argentina,Racing Club,Liga Profesional,Argentina,CA San Lorenzo de Almagro,Liga Profesional,Argentina,"Jan 25, 2024",€1.20m
337670,Alessio Da Cruz,Attacking Midfield,https://www.transfermarkt.com/alessio-da-cruz/profil/spieler/337670,27,Cape Verde,Feralpisalò,Serie B,Italy,Fortuna Sittard,Eredivisie,Netherlands,"Jan 25, 2024",€800k
569432,Dusan Bakic,Centre-Forward,https://www.transfermarkt.com/dusan-bakic/profil/spieler/569432,24,Montenegro,Dinamo Minsk,Vysheyshaya Liga,Belarus,Omonia Nicosia,Protathlima Cyta,Cyprus,"Jan 25, 2024",€750k
1012421,Matija Popovic,Attacking Midfield,https://www.transfermarkt.com/matija-popovic/profil/spieler/1012421,18,Serbia,FK Partizan Belgrade U19,Omladinska liga,Serbia,AC Monza,Serie A,Italy,"Jan 25, 2024",€2.00m
