tm_id,player_name,player_position,player_details,player_age,player_nationality,team_left,league_left,country_previous,team_joined,league_joined,country_current,transf_date,market_value
120443,Santiago Arias,Right-Back,https://www.transfermarkt.com/santiago-arias/profil/spieler/120443,32,Colombia,FC Cincinnati,MLS,United States,Esporte Clube Bahia,Série A,Brazil,"Jan 28, 2024",€2.50m
76608,Abel Hernández,Centre-Forward,https://www.transfermarkt.com/abel-hernandez/profil/spieler/76608,33,Uruguay,CA Peñarol,Primera División Apertura,Uruguay,CA Rosario Central,Liga Profesional,Argentina,"Jan 28, 2024",€800k
75615,Douglas Costa,Right Winger,https://www.transfermarkt.com/douglas-costa/profil/spieler/75615,33,Brazil,Without ClubWithout Club,No league,No country,Fluminense Football Club,Série A,Brazil,"Jan 28, 2024",€1.50m
242940,Edoardo Goldaniga,Centre-Back,https://www.transfermarkt.com/edoardo-goldaniga/profil/spieler/242940,30,Italy,Cagliari Calcio,Serie A,Italy,Como 1907,Serie B,Italy,"Jan 28, 2024",€900k
260801,Eugenio Isnaldo,Left Winger,https://www.transfermarkt.com/eugenio-isnaldo/profil/spieler/260801,30,Argentina,The Strongest La Paz,División Profesional Apertura,Bolivia,Iraklis Thessaloniki,Super League 2,Greece,"Jan 28, 2024",€500k
481272,Rodrigo Piñeiro,Right Winger,https://www.transfermarkt.com/rodrigo-pineiro/profil/spieler/481272,24,Uruguay,Unión Española,Primera División,Chile,CA Vélez Sarsfield,Liga Profesional,Argentina,"Jan 28, 2024",€1.50m
979410,Mohammed Fuseini,Right Winger,https://www.transfermarkt.com/mohammed-fuseini/profil/spieler/979410,21,Ghana,SK Sturm Graz,Bundesliga,Austria,Randers FC,Superliga,Denmark,"Jan 28, 2024",€700k
353395,Jordy Gaspar,Right-Back,https://www.transfermarkt.com/jordy-gaspar/profil/spieler/353395,26,Angola,Without ClubWithout Club,No league,No country,Pau FC,Ligue 2,France,"Jan 28, 2024",€900k
127188,Maxime Dupé,Goalkeeper,https://www.transfermarkt.com/maxime-dupe/profil/spieler/127188,30,France,RSC Anderlecht,Jupiler Pro League,Belgium,OGC Nice,Ligue 1,France,"Jan 28, 2024",€2.00m
147043,Michael Frey,Centre-Forward,https://www.transfermarkt.com/michael-frey/profil/spieler/147043,29,Switzerland,Royal Antwerp FC,Jupiler Pro League,Belgium,Queens Park Rangers,Championship,England,"Jan 28, 2024",€1.50m
309977,Samuel Ballet,Right Midfield,https://www.transfermarkt.com/samuel-ballet/profil/spieler/309977,22,Switzerland,FC Winterthur,Super League,Switzerland,Como 1907,Serie B,Italy,"Jan 28, 2024",€1.40m
365692,Dmytro Topalov,Left Winger,https://www.transfermarkt.com/dmytro-topalov/profil/spieler/365692,25,Ukraine,Shakhtar Donetsk,Premier Liga,Ukraine,Kolos Kovalivka,Premier Liga,Ukraine,"Jan 28, 2024",€800k
257388,Wilson Manafá,Right-Back,https://www.transfermarkt.com/wilson-manafa/profil/spieler/257388,29,Portugal,Granada CF,LaLiga,Spain,Shanghai Shenhua,Super League,China,"Jan 28, 2024",€1.50m
475413,Sacha Boey,Right-Back,https://www.transfermarkt.com/sacha-boey/profil/spieler/475413,23,France,Galatasaray,Süper Lig,Turkey,Bayern Munich,Bundesliga,Germany,"Jan 28, 2024",€22.00m
539203,André Luis,Centre-Forward,https://www.transfermarkt.com/andre-luis/profil/spieler/539203,29,Brazil,Moreirense FC,Liga Portugal,Portugal,Shanghai Shenhua,Super League,China,"Jan 28, 2024",€900k
279869,Spyros Risvanis,Centre-Back,https://www.transfermarkt.com/spyros-risvanis/profil/spieler/279869,30,Greece,DAC Dunajska Streda,Nike Liga,Slovakia,Slovan Bratislava,Nike Liga,Slovakia,"Jan 28, 2024",€550k
