tm_id,player_name,player_position,player_details,player_age,player_nationality,team_left,league_left,country_previous,team_joined,league_joined,country_current,transf_date,market_value
116611,Loret Sadiku,Defensive Midfield,https://www.transfermarkt.com/loret-sadiku/profil/spieler/116611,32,Kosovo,Hammarby IF,Allsvenskan,Sweden,Kasimpasa,Süper Lig,Turkey,"Jan 27, 2024",€500k
739995,Braian Martínez,Left Winger,https://www.transfermarkt.com/braian-martinez/profil/spieler/739995,24,Argentina,CA Independiente,Liga Profesional,Argentina,CD Everton,Primera División,Chile,"Jan 27, 2024",€800k
159773,Pablo Ceppelini,Attacking Midfield,https://www.transfermarkt.com/pablo-ceppelini/profil/spieler/159773,32,Uruguay,Cuiabá Esporte Clube (MT),Série A,Brazil,Atlético Nacional,Liga Dimayor I,Colombia,"Jan 27, 2024",€500k
42920,Fran Mérida,Central Midfield,https://www.transfermarkt.com/fran-merida/profil/spieler/42920,33,Spain,Tianjin Jinmen Tiger,Super League,China,CD Lugo,Primera Federación - Gr. I,Spain,"Jan 27, 2024",€500k
494374,Arsène Zola,Centre-Back,https://www.transfermarkt.com/arsene-zola/profil/spieler/494374,27,DR Congo,Wydad Casablanca,Botola Pro Inwi,Morocco,Kuwait SC,No league,Kuwait,"Jan 27, 2024",€700k
292219,Elyes Jelassi,Attacking Midfield,https://www.transfermarkt.com/elyes-jelassi/profil/spieler/292219,29,Tunisia,El Masry SC,Premier League,Egypt,Al-Ahli Benghazi,No league,Libya,"Jan 27, 2024",€1.00m
728262,Julián Palacios,Attacking Midfield,https://www.transfermarkt.com/julian-palacios/profil/spieler/728262,24,Argentina,CA San Lorenzo de Almagro,Liga Profesional,Argentina,Asteras Tripolis,Super League 1,Greece,"Jan 27, 2024",€600k
278359,Borja Iglesias,Centre-Forward,https://www.transfermarkt.com/borja-iglesias/profil/spieler/278359,31,Spain,Real Betis Balompié,LaLiga,Spain,Bayer 04 Leverkusen,Bundesliga,Germany,"Jan 27, 2024",€8.00m
409088,Diego García,Left Winger,https://www.transfermarkt.com/diego-garcia/profil/spieler/409088,27,Uruguay,CA Boston River,Primera División Apertura,Uruguay,Liverpool FC Montevideo,Primera División Apertura,Uruguay,"Jan 27, 2024",€1.00m
541601,Søren Tengstedt,Centre-Forward,https://www.transfermarkt.com/soren-tengstedt/profil/spieler/541601,23,Denmark,Silkeborg IF,Superliga,Denmark,Go Ahead Eagles,Eredivisie,Netherlands,"Jan 27, 2024",€900k
486814,Filip Krastev,Central Midfield,https://www.transfermarkt.com/filip-krastev/profil/spieler/486814,22,Bulgaria,Lommel SK,Challenger Pro League,Belgium,PEC Zwolle,Eredivisie,Netherlands,"Jan 27, 2024",€4.00m
689052,Gastón González,Left Winger,https://www.transfermarkt.com/gaston-gonzalez/profil/spieler/689052,22,Argentina,Orlando City SC,MLS,United States,Club Nacional,Primera División Apertura,Uruguay,"Jan 27, 2024",€2.00m
537566,Mads Kikkenborg,Goalkeeper,https://www.transfermarkt.com/mads-kikkenborg/profil/spieler/537566,24,Denmark,Lyngby BK,Superliga,Denmark,RSC Anderlecht,Jupiler Pro League,Belgium,"Jan 27, 2024",€800k
501049,Erik Ahlstrand,Central Midfield,https://www.transfermarkt.com/erik-ahlstrand/profil/spieler/501049,22,Sweden,Halmstads BK,Allsvenskan,Sweden,FC St. Pauli,2. Bundesliga,Germany,"Jan 27, 2024",€800k
730280,Noah Diliberto,Defensive Midfield,https://www.transfermarkt.com/noah-diliberto/profil/spieler/730280,22,France,RC Lens B,National 3 - Grp. G,France,Widzew Lodz,Ekstraklasa,Poland,"Jan 27, 2024",€800k
646829,Nathaniel Adjei,Centre-Back,https://www.transfermarkt.com/nathaniel-adjei/profil/spieler/646829,21,Ghana,Hammarby IF,Allsvenskan,Sweden,FC Lorient,Ligue 1,France,"Jan 27, 2024",€1.50m
497440,Seung-won Jeong,Right Winger,https://www.transfermarkt.com/seung-won-jeong/profil/spieler/497440,26,"Korea, South",Suwon Samsung Bluewings,K League 2,"Korea, South",Suwon FC,K League 1,"Korea, South","Jan 27, 2024",€550k
74683,Nemanja Matic,Defensive Midfield,https://www.transfermarkt.com/nemanja-matic/profil/spieler/74683,35,Serbia,Stade Rennais FC,Ligue 1,France,Olympique Lyon,Ligue 1,France,"Jan 27, 2024",€3.50m
458047,Rodrigo Fernández,Defensive Midfield,https://www.transfermarkt.com/rodrigo-fernandez/profil/spieler/458047,28,Uruguay,Santos FC,Série B,Brazil,CA Newell's Old Boys,Liga Profesional,Argentina,"Jan 27, 2024",€1.10m
281552,Georgiy Melkadze,Centre-Forward,https://www.transfermarkt.com/georgiy-melkadze/profil/spieler/281552,26,Russia,FC Sochi,Premier Liga,Russia,FC Kolkheti-1913 Poti,Erovnuli Liga,Georgia,"Jan 27, 2024",€500k
