tm_id,player_name,player_position,player_details,player_age,player_nationality,team_left,league_left,country_previous,team_joined,league_joined,country_current,transf_date,market_value
122077,Tobias Figueiredo,Centre-Back,https://www.transfermarkt.com/tobias-figueiredo/profil/spieler/122077,30,Portugal,Fortaleza Esporte Clube,Série A,Brazil,Criciúma Esporte Clube,Série A,Brazil,"Mar 2, 2024",€1.50m
666580,Akinkunmi Amoo,Right Winger,https://www.transfermarkt.com/akinkunmi-amoo/profil/spieler/666580,21,Nigeria,Omonia Nicosia,Protathlima Cyta,Cyprus,Without ClubWithout Club,No league,No country,"Mar 2, 2024",€500k
186044,Douglas Bergqvist,Centre-Back,https://www.transfermarkt.com/douglas-bergqvist/profil/spieler/186044,30,Sweden,Without ClubWithout Club,No league,No country,MFK Karvina,Fortuna Liga,Czech Republic,"Mar 2, 2024",€500k
