tm_id,player_name,player_position,player_details,player_age,player_nationality,team_left,league_left,country_previous,team_joined,league_joined,country_current,transf_date,market_value
569349,Frederik Winther,Centre-Back,https://www.transfermarkt.com/frederik-winther/profil/spieler/569349,23,Denmark,FC Augsburg,Bundesliga,Germany,Hammarby IF,Allsvenskan,Sweden,"Mar 27, 2024",€800k
223197,Marius Lode,Centre-Back,https://www.transfermarkt.com/marius-lode/profil/spieler/223197,31,Norway,FK Bodø/Glimt,Eliteserien,Norway,BK Häcken,Allsvenskan,Sweden,"Mar 27, 2024",€500k
223912,Joel Nilsson,Right Winger,https://www.transfermarkt.com/joel-nilsson/profil/spieler/223912,29,Sweden,Hammarby IF,Allsvenskan,Sweden,Kongsvinger IL,OBOS-ligaen,Norway,"Mar 27, 2024",€500k
