name,latitude,longitude,state,country,sky_weather,weather_description,timestamp,Team
Ankara,No data,No data,No data,No data,No data,No data,No data,Genclerbirligi Ankara
Lyngby,55.7718649,12.5051413,Capital Region of Denmark,DK,Clouds,scattered clouds,2024-03-26 13:02:29,Lyngby BK
