name,latitude,longitude,state,country,sky_weather,weather_description,timestamp,Team
Ribeirão Preto,-21.178333,-47.8066671,São Paulo,BR,Clouds,overcast clouds,2024-03-26 19:55:23,Botafogo FC
Belo Horizonte,-19.9227318,-43.9450948,Minas Gerais,BR,Clouds,overcast clouds,2024-03-26 19:46:39,Cruzeiro Esporte Clube
No data,No data,No data,No data,No data,No data,No data,No data,Navbahor Namangan
Wuhua,23.7927287,115.634192,Guangdong Province,CN,Clouds,overcast clouds,2024-03-26 19:55:25,Meizhou Hakka
Bishan,29.5792182,106.2019243,Chongqing,CN,Clouds,overcast clouds,2024-03-26 19:55:26,Lion City Sailors
Vynnyky,49.8168013,24.1381342,Lviv Oblast,UA,Clouds,scattered clouds,2024-03-26 19:55:27,Rukh Lviv
Seattle,47.6038321,-122.330062,Washington,US,Clouds,broken clouds,2024-03-26 19:50:57,Seattle Sounders FC
Utrecht,52.080985600000005,5.12768396945229,Utrecht,NL,Clouds,overcast clouds,2024-03-26 19:55:28,FC Utrecht
San Martín y Av. Quito,No data,No data,No data,No data,No data,No data,No data,CS Emelec
Haugesund,No data,No data,No data,No data,No data,No data,No data,FK Haugesund
No data,No data,No data,No data,No data,No data,No data,No data,Fluminense Football Club
Seogwipo,No data,No data,No data,No data,No data,No data,No data,Jeju United
Tallin,No data,No data,No data,No data,No data,No data,No data,FCI Levadia
