name,latitude,longitude,state,country,sky_weather,weather_description,timestamp,Team
No data,No data,No data,No data,No data,No data,No data,No data,Hammarby IF
Tianjin,39.0856735,117.1951073,Tianjin,CN,Mist,mist,2024-03-26 20:08:57,CA Independiente
Casablanca,No data,No data,No data,No data,No data,No data,No data,Cuiabá Esporte Clube (MT)
Puerto Saíd,31.263235,32.305505,Port Said,EG,Clouds,overcast clouds,2024-03-26 20:08:57,Tianjin Jinmen Tiger
Av. Perito Moreno y Av. Varela,No data,No data,No data,No data,No data,No data,No data,Wydad Casablanca
Av. de Heliópolis,No data,No data,No data,No data,No data,No data,No data,El Masry SC
Las Piedras,-34.7274904,-56.2164982,Canelones,UY,Clouds,overcast clouds,2024-03-26 20:08:58,CA San Lorenzo de Almagro
Silkeborg,56.169453,9.5495141,Central Denmark Region,DK,Clouds,overcast clouds,2024-03-26 20:08:59,Real Betis Balompié
Lommel,51.2305657,5.3076895,Limburg,BE,Clouds,overcast clouds,2024-03-26 20:09:00,CA Boston River
Orlando,28.5421109,-81.3790304,Florida,US,Clear,clear sky,2024-03-26 20:08:27,Silkeborg IF
Lyngby,55.7718649,12.5051413,Capital Region of Denmark,DK,Clouds,overcast clouds,2024-03-26 20:09:02,Lommel SK
Halmstad,No data,No data,No data,No data,No data,No data,No data,Orlando City SC
No data,No data,No data,No data,No data,No data,No data,No data,Lyngby BK
No data,No data,No data,No data,No data,No data,No data,No data,Halmstads BK
Suwon,No data,No data,No data,No data,No data,No data,No data,RC Lens B
Rennes,48.1113387,-1.6800198,Brittany,FR,Clouds,few clouds,2024-03-26 20:09:03,Hammarby IF
Santos,-23.960833,-46.333889,São Paulo,BR,Clouds,overcast clouds,2024-03-26 20:09:04,Suwon Samsung Bluewings
Sochi,43.5854823,39.723109,Krasnodar Krai,RU,Clouds,overcast clouds,2024-03-26 20:05:25,Stade Rennais FC
